ID,Matemática,Física,Biologia,Química,Língua Portuguesa,Língua Inglesa,Artes,Filosofia,Redação,História,Geografia
1398,8.58,8.5,8.33,9.25,7.92,7.08,8.08,7.33,6.58,6.75,8.08
1399,8.0,8.58,6.92,8.5,7.08,7.67,8.17,7.08,6.92,7.5,7.75
1400,8.83,8.25,8.17,8.67,6.92,6.67,8.42,6.92,7.33,7.58,8.08
1401,8.58,7.92,7.42,8.75,8.33,8.17,7.25,7.75,6.67,8.33,7.75
1402,8.25,8.42,8.17,8.67,8.17,6.67,7.33,7.58,7.17,7.75,6.92
1403,8.42,8.25,8.08,7.92,7.5,7.67,8.08,7.75,7.83,7.75,7.33
1404,8.17,7.92,7.17,8.33,7.75,8.25,7.17,7.75,7.0,7.67,7.25
1405,8.83,8.0,7.58,8.83,7.67,7.75,7.42,7.75,7.58,7.67,7.17
1406,8.58,8.67,8.17,8.33,7.92,6.75,7.58,7.75,7.17,6.75,7.58
1407,8.42,8.17,7.58,8.42,7.33,7.33,6.92,7.17,6.5,7.42,6.83
1408,8.75,8.58,7.83,8.25,7.25,7.67,6.42,7.42,7.83,7.0,6.42
1409,8.42,8.5,7.67,8.17,7.25,8.25,7.17,6.92,7.58,7.25,7.25
1410,9.0,8.92,7.08,8.58,7.92,7.83,7.25,7.75,7.33,7.33,7.83
1411,8.67,8.58,8.42,8.83,6.58,8.25,8.33,7.17,8.25,8.58,7.75
1412,8.42,8.92,7.58,8.75,7.33,7.5,7.83,7.5,7.83,7.83,7.33
1413,8.58,8.42,8.58,8.75,8.25,7.67,7.83,8.0,7.17,6.92,6.92
1414,8.17,8.83,7.67,8.17,7.25,7.33,7.67,7.08,7.75,6.83,8.0
1415,8.92,8.58,7.92,8.42,7.33,6.83,7.42,7.58,7.58,8.67,8.17
1416,8.17,8.58,7.25,9.42,8.5,8.17,7.17,7.17,7.17,7.75,7.0
1417,8.17,8.67,7.0,8.67,6.58,6.42,7.83,7.67,7.83,7.5,6.58
1418,8.75,8.67,7.08,8.67,6.83,7.67,7.33,8.17,8.17,6.75,7.5
1419,8.75,7.83,7.92,8.5,7.75,7.17,7.67,7.25,7.75,7.33,7.58
1420,8.5,8.92,7.92,8.83,6.33,7.25,6.67,7.17,7.92,7.42,7.08
1421,8.67,8.83,7.67,8.83,7.42,7.33,6.92,7.42,6.75,8.17,6.83
1422,8.42,8.67,6.08,8.33,7.92,7.58,8.42,6.92,7.83,7.0,7.25
1423,7.92,8.25,8.42,9.08,7.67,7.75,7.58,7.83,6.58,7.42,7.75
1424,8.67,8.33,7.42,8.42,8.0,8.5,7.42,7.83,7.5,6.92,6.83
1425,8.17,8.92,8.08,8.42,8.08,7.33,7.92,7.0,7.0,7.5,8.08
1426,8.75,7.67,6.83,9.0,7.83,8.17,7.67,7.5,7.83,7.17,7.17
1427,8.58,8.58,7.17,9.25,8.0,7.33,7.67,6.83,7.25,7.33,8.08
1428,8.08,8.25,8.08,8.67,7.42,7.0,6.5,7.58,7.17,7.83,8.0
1429,8.75,8.67,7.67,8.5,7.67,7.92,8.17,6.75,7.83,7.33,8.17
1430,9.08,8.17,7.0,8.75,6.83,6.92,7.83,6.67,7.33,6.75,8.17
1431,8.42,8.67,8.0,8.75,6.67,7.67,7.25,7.67,7.42,7.83,8.0
1432,8.58,8.42,7.08,7.83,6.92,6.92,6.83,7.42,7.42,6.92,7.75
1433,8.08,8.58,7.67,9.33,7.42,7.33,7.17,7.42,7.08,7.75,7.83
1434,8.5,8.58,7.33,8.0,7.75,7.58,7.08,7.0,7.17,7.42,7.67
1435,8.25,8.42,7.25,8.58,6.5,7.83,7.83,7.92,8.33,8.25,6.75
1436,8.83,8.08,8.0,8.83,8.08,6.92,7.42,7.75,7.75,6.92,7.75
1437,8.5,8.58,8.17,8.33,7.67,7.25,7.5,7.83,8.25,7.0,6.17
1438,8.25,8.0,7.67,8.75,7.08,7.42,7.75,7.75,7.5,7.67,7.58
1439,9.17,8.0,7.0,8.25,7.0,7.42,7.75,8.08,7.25,8.17,7.75
1440,8.08,8.42,7.17,8.75,7.25,6.83,6.33,7.33,7.5,7.5,7.92
1441,8.75,8.58,7.0,7.83,7.5,8.0,8.5,7.92,7.25,7.33,7.0
1442,8.5,8.58,7.25,8.67,7.08,7.25,7.75,8.25,7.17,8.58,7.33
1443,8.42,8.75,7.58,8.42,7.75,7.67,7.75,7.58,7.58,7.5,6.83
1444,8.33,8.83,7.0,8.92,7.5,8.58,8.5,7.58,7.08,8.0,7.67
1445,8.42,8.5,7.5,8.83,7.75,6.75,7.75,7.17,7.92,7.75,7.17
1446,8.67,8.58,6.25,8.92,7.75,7.08,7.58,8.67,7.58,6.58,7.42
1447,8.58,7.92,7.25,8.75,7.08,7.75,7.83,5.92,7.33,8.33,7.25
1448,8.5,8.42,7.08,8.33,7.33,7.0,7.92,7.5,6.75,7.75,7.17
1449,8.42,8.42,7.33,8.17,8.25,7.25,7.42,7.58,7.83,7.75,7.83
1450,8.42,8.42,7.33,8.83,7.83,7.42,8.42,7.33,7.25,7.5,8.75
1451,8.33,8.42,7.92,8.25,6.67,7.33,7.92,8.33,8.67,7.75,8.25
1452,8.42,8.33,7.58,8.92,7.67,7.42,7.0,7.92,6.67,7.25,7.67
1453,8.92,8.0,8.33,8.75,7.25,7.42,7.42,7.17,8.17,7.33,7.67
1454,8.58,8.42,7.58,8.5,6.75,7.5,8.0,8.58,7.17,8.67,7.5
1455,8.33,8.58,8.33,9.08,7.0,6.75,8.0,6.5,6.33,7.33,7.17
1456,8.75,8.58,7.58,8.33,7.0,7.67,8.08,8.17,7.83,7.33,7.58
1457,8.25,8.17,7.92,8.67,6.83,7.75,7.92,6.5,6.92,8.42,7.17
1458,8.25,8.58,6.67,8.67,7.75,7.75,7.08,7.75,7.25,8.33,6.83
1459,8.33,8.75,7.17,9.08,6.75,6.92,7.75,7.25,7.67,8.08,7.5
1460,7.67,8.5,7.5,8.33,8.5,8.42,8.0,7.33,7.67,7.75,7.25
1461,8.83,8.58,7.75,8.42,7.75,7.83,8.08,7.25,7.92,8.0,7.67
1462,8.83,8.5,7.42,8.67,7.67,7.42,7.33,8.33,8.08,7.25,7.33
1463,9.0,8.83,7.75,9.08,8.0,7.58,7.25,6.92,7.83,7.33,7.25
1464,8.67,8.67,8.08,8.58,6.5,7.25,7.75,7.08,6.75,6.25,7.58
1465,8.08,8.33,8.0,8.17,7.5,7.08,7.5,7.92,7.92,7.75,8.58
1466,8.5,7.83,7.33,8.33,7.92,7.17,7.75,8.08,7.42,8.17,7.75
1467,8.33,8.25,6.75,8.67,7.5,8.17,7.25,7.25,7.83,7.08,8.33
1468,9.17,8.25,8.0,8.83,6.83,7.67,7.83,7.75,8.5,7.42,8.0
1469,8.33,8.42,8.08,8.42,7.67,7.25,7.92,7.5,8.17,7.08,6.92
1470,8.83,8.17,8.17,8.33,7.67,7.33,8.33,8.17,7.75,7.25,8.25
1471,8.33,8.5,7.0,8.0,6.75,7.75,7.33,7.33,7.83,7.5,7.33
1472,8.58,8.83,7.08,8.0,6.5,8.0,7.17,7.42,6.67,8.33,7.92
1473,8.42,8.5,8.08,8.08,7.75,7.5,7.83,8.58,8.5,8.42,7.75
1474,9.0,8.67,7.25,8.92,7.58,7.0,7.17,7.42,7.0,7.58,7.17
1475,8.75,8.17,7.25,8.08,7.0,6.83,8.33,7.58,7.42,7.83,8.08
1476,8.83,8.67,8.08,8.33,7.5,7.0,7.25,7.83,7.0,7.92,7.58
1477,8.75,8.75,8.0,8.33,7.75,7.58,7.5,6.67,7.0,7.83,8.17
1478,9.08,8.25,7.58,8.58,7.92,8.17,7.25,7.83,8.42,7.42,7.92
1479,8.92,8.5,7.5,8.58,7.33,6.92,6.58,7.08,7.83,7.42,7.08
1480,8.58,8.67,8.5,8.42,7.83,7.58,7.83,7.0,7.5,8.17,6.83
1481,8.5,8.08,7.5,8.92,8.0,6.08,7.58,8.17,7.5,7.92,7.58
1482,8.0,8.33,7.92,8.42,7.58,7.75,6.33,8.08,6.92,7.17,7.83
1483,8.5,8.58,7.42,8.42,7.0,7.0,7.58,7.58,7.92,7.83,6.75
1484,8.83,8.0,7.42,8.92,7.67,8.25,7.42,6.83,7.08,6.67,8.33
1485,8.92,8.58,7.75,8.67,7.75,8.08,8.25,7.25,7.25,6.67,7.75
1486,8.33,8.42,6.67,8.75,7.83,7.92,8.5,7.33,7.83,7.25,7.58
1487,8.58,8.58,7.67,8.83,6.92,6.75,7.5,7.83,7.5,6.42,8.08
1488,8.5,8.33,6.67,7.83,7.58,7.5,7.08,7.83,7.08,7.0,8.0
1489,7.92,8.25,7.33,8.08,7.67,6.67,7.33,8.08,7.42,7.08,6.83
1490,8.67,8.08,8.0,8.83,7.33,7.67,7.83,6.83,7.83,7.75,8.08
1491,7.92,8.08,6.92,8.92,7.42,6.92,7.5,6.83,7.83,7.5,6.67
1492,8.83,8.42,6.92,8.25,7.67,8.17,8.17,7.25,7.42,6.75,6.67
1493,8.25,8.5,7.33,8.33,7.67,7.08,8.08,7.92,7.08,7.17,8.25
1494,8.17,8.75,7.92,8.92,7.75,7.17,7.42,6.75,7.08,7.42,7.75
1495,9.33,8.17,7.42,8.25,6.67,8.0,7.75,7.08,7.58,8.17,8.25
1496,8.75,8.17,7.58,8.42,8.75,7.5,8.25,8.17,7.5,7.25,7.25
1497,8.33,8.58,6.5,8.33,6.67,7.5,7.75,7.5,7.33,8.58,6.25
1498,7.83,8.08,7.42,8.75,7.33,7.83,7.92,7.33,7.5,7.25,7.25
1499,8.67,8.33,7.5,7.67,7.17,7.92,7.17,7.58,6.92,7.67,7.83
1500,8.83,8.33,7.92,8.0,8.17,7.92,6.67,7.5,6.92,6.92,7.08
1501,8.42,8.75,7.42,8.33,6.75,7.42,7.0,6.58,7.25,7.58,8.0
1502,8.17,8.58,7.75,8.25,7.75,7.58,7.5,8.08,7.33,8.0,7.67
1503,9.08,8.25,8.67,8.25,8.0,7.08,8.25,6.75,6.92,8.0,7.42
1504,9.08,8.33,7.92,8.67,7.67,7.25,7.17,7.42,7.92,6.67,8.0
1505,8.67,8.33,7.83,8.58,7.5,7.0,7.58,7.5,7.25,6.33,6.83
1506,8.92,8.75,7.75,9.0,7.5,8.33,7.5,8.08,6.67,7.83,7.0
1507,8.58,8.58,7.75,8.17,7.08,7.25,7.58,8.25,7.33,7.5,7.67
1508,8.5,9.17,7.08,9.33,7.58,7.33,7.67,7.25,8.0,8.75,7.0
1509,8.0,8.67,7.83,8.83,7.5,7.5,7.08,7.83,7.5,8.25,7.25
1510,8.92,8.75,7.17,8.58,7.83,7.33,7.5,7.25,7.33,7.58,7.67
1511,8.92,8.33,7.0,8.42,7.83,7.0,7.5,7.75,7.92,7.0,7.58
1512,8.17,8.08,7.5,8.67,7.08,7.92,7.58,7.83,7.58,7.58,8.25
1513,9.0,8.58,7.08,8.5,7.08,8.17,7.33,8.25,7.67,7.83,7.33
1514,8.33,8.08,7.67,8.25,7.33,7.92,7.25,6.83,6.83,7.67,7.33
1515,8.58,8.42,8.08,8.92,7.75,7.25,6.75,7.17,8.17,7.83,7.17
1516,8.75,8.83,7.25,8.58,6.92,8.0,6.67,8.25,7.25,8.0,7.92
1517,7.92,8.0,7.08,8.42,6.75,7.42,8.17,6.92,7.0,6.42,7.42
1518,8.75,8.42,7.58,8.58,7.92,7.75,7.42,7.5,6.92,7.33,7.17
1519,8.42,8.17,7.67,8.5,7.17,7.08,7.58,8.5,7.67,7.58,7.42
1520,8.75,8.58,7.08,9.0,7.25,7.25,7.5,7.75,6.67,7.67,7.17
1521,8.92,8.75,7.0,8.0,7.5,8.17,7.0,7.5,8.0,7.92,8.0
1522,8.67,8.83,8.0,8.67,7.92,7.42,7.17,7.0,6.92,8.17,7.08
1523,8.33,8.83,7.08,7.83,7.58,7.92,8.17,7.92,8.83,7.33,7.08
1524,8.58,8.58,7.42,7.75,7.83,7.33,7.17,6.92,7.92,7.5,7.25
1525,8.33,8.67,6.42,8.58,7.25,7.17,6.92,7.58,8.25,7.75,8.08
1526,7.92,7.83,7.92,8.75,7.92,7.58,7.92,6.5,7.58,8.42,8.42
1527,8.08,8.17,6.67,8.58,7.08,7.58,8.08,6.33,7.25,7.75,7.5
1528,8.5,8.5,7.67,8.75,6.5,7.92,8.25,8.42,7.58,7.75,8.42
1529,8.5,8.25,7.67,8.25,7.75,7.08,7.75,7.5,6.58,6.83,6.5
1530,9.0,7.75,7.08,8.17,8.83,7.75,6.83,7.92,7.33,7.83,7.25
1531,8.08,8.67,7.75,8.25,7.25,8.08,6.92,7.75,7.5,7.5,7.42
1532,8.08,8.42,7.0,8.42,7.42,7.5,7.92,6.58,8.33,8.17,7.08
1533,9.25,8.58,7.75,9.25,8.42,7.92,7.25,7.42,7.0,7.75,7.5
1534,8.17,8.42,7.92,8.08,7.5,8.17,7.0,8.5,7.0,7.5,7.58
1535,8.33,8.83,7.5,8.92,7.0,7.5,7.5,7.58,8.0,7.25,8.0
1536,8.75,9.08,7.17,8.5,8.58,7.42,7.17,8.33,7.42,8.5,7.33
1537,8.5,8.33,7.08,8.42,7.67,6.83,6.67,7.25,7.42,7.08,7.5
1538,8.25,8.33,7.5,9.08,6.75,7.17,8.0,7.83,7.5,7.33,7.33
1539,8.42,8.67,8.42,9.08,7.75,7.67,7.08,6.83,7.5,7.42,7.75
1540,8.5,8.33,7.0,8.67,7.75,7.25,7.08,6.58,7.42,7.83,7.08
1541,8.67,8.75,7.08,9.08,8.5,7.42,8.5,7.75,7.33,7.08,7.33
1542,9.0,7.92,7.42,8.08,7.75,7.5,7.58,8.33,7.67,7.33,7.75
1543,8.58,8.67,7.08,8.42,7.33,6.67,6.75,7.83,6.92,7.5,6.67
1544,8.17,8.92,7.5,8.42,7.83,7.5,7.75,6.92,8.58,7.58,7.25
1545,8.58,8.92,7.25,8.58,7.58,7.42,7.92,8.25,6.75,7.33,7.42
1546,8.75,8.33,7.0,8.75,7.58,6.42,8.17,8.17,8.67,7.5,8.08
1547,8.5,8.83,7.0,8.25,7.42,7.83,7.25,7.67,6.92,8.25,7.33
1548,8.92,8.42,7.67,8.42,7.75,7.42,7.25,7.5,7.83,6.83,6.58
1549,8.42,8.58,7.5,8.42,7.5,7.08,7.42,7.83,7.5,8.08,7.83
1550,8.08,8.92,8.5,8.42,7.17,7.75,7.25,7.67,7.67,7.0,8.0
1551,8.33,8.42,6.58,8.83,7.17,8.0,7.67,7.25,7.17,7.17,7.0
1552,8.58,8.17,6.67,8.67,7.33,7.58,8.25,7.33,7.25,7.33,7.25
1553,8.5,8.0,7.75,8.92,8.42,7.67,7.67,7.5,7.58,7.67,7.17
1554,8.58,8.42,7.42,8.33,8.08,7.25,8.17,7.67,7.92,8.17,7.67
1555,8.75,8.58,7.75,8.33,7.67,7.58,7.58,8.0,7.25,7.33,7.42
1556,8.33,8.83,7.17,8.25,7.58,7.33,7.08,7.42,6.58,8.0,6.92
1557,8.25,8.08,8.17,8.92,8.83,7.33,7.42,7.58,7.5,7.0,6.83
1558,8.67,8.17,7.5,8.83,7.33,7.75,8.33,7.0,6.83,7.42,7.75
1559,8.17,7.75,7.75,8.08,7.92,8.08,7.42,6.5,7.75,7.58,7.42
1560,8.5,8.5,7.0,8.92,7.17,7.5,8.17,7.08,7.58,6.75,7.0
1561,8.67,8.5,7.08,8.08,8.0,8.33,7.5,7.92,7.42,7.83,7.08
1562,8.25,8.5,8.0,8.33,6.83,7.17,8.42,7.58,7.83,8.33,8.08
1563,8.92,8.0,6.75,8.5,7.67,8.0,6.83,7.08,6.67,7.42,7.75
1564,8.42,7.92,7.75,8.67,7.58,7.83,7.83,7.25,7.83,7.5,7.58
1565,8.5,8.5,8.17,7.83,8.25,8.25,7.33,6.75,7.5,6.83,7.33
1566,8.5,8.58,7.33,8.5,6.67,8.08,7.5,7.08,7.75,7.5,6.92
1567,8.75,8.33,6.5,8.5,7.75,7.33,7.58,7.92,8.0,6.58,7.08
1568,9.33,8.83,7.83,8.83,8.08,7.42,7.5,7.67,7.42,7.42,7.83
1569,8.58,8.5,6.92,8.25,6.58,8.17,7.75,6.67,7.92,7.17,6.83
1570,8.33,8.67,7.75,8.58,8.0,8.0,7.75,7.33,7.25,8.0,7.33
1571,8.58,8.42,7.42,8.5,7.83,7.08,7.17,7.67,7.75,7.42,6.67
1572,8.17,9.0,8.33,8.08,7.25,7.67,7.42,8.25,7.5,6.92,7.42
1573,7.75,8.5,7.83,8.42,7.58,7.42,7.75,6.5,7.08,7.17,7.0
1574,8.5,8.5,7.42,8.58,7.42,7.83,7.67,7.17,7.0,7.83,7.08
1575,8.42,8.5,6.75,8.0,7.75,7.67,8.75,7.25,7.33,7.75,7.5
1576,8.5,8.75,7.33,8.75,7.5,7.83,7.17,7.25,8.33,7.75,7.33
1577,9.25,8.83,7.25,8.67,7.75,8.58,7.67,7.58,7.58,6.92,6.67
1578,8.5,8.92,7.58,8.58,7.42,7.08,7.92,6.25,6.33,7.58,7.58
1579,8.92,8.58,7.67,8.42,7.17,8.0,7.5,7.17,7.83,7.67,7.17
1580,8.33,9.08,8.42,8.83,7.33,7.92,6.17,7.33,7.25,7.58,7.33
1581,8.92,8.33,8.75,8.92,7.67,7.5,6.75,8.0,7.5,7.33,7.0
1582,8.33,8.58,7.83,8.08,7.33,7.92,7.0,7.92,7.75,7.25,7.08
1583,8.17,8.25,7.25,9.08,7.25,7.58,8.67,7.5,7.42,6.67,7.42
1584,9.08,8.67,7.42,8.42,7.33,7.33,7.42,7.33,8.08,7.25,8.25
1585,8.25,8.58,6.67,9.17,7.75,7.0,7.58,6.75,7.67,7.42,6.92
1586,9.0,8.08,7.75,8.58,7.5,7.67,7.33,7.67,7.42,7.5,7.33
1587,8.83,8.75,8.33,8.58,8.5,7.42,6.92,7.75,7.92,8.0,7.67
1588,8.67,9.08,7.83,8.58,6.83,8.25,7.5,8.25,7.0,8.0,7.5
1589,8.92,8.33,6.92,8.25,7.25,7.33,7.25,6.83,7.5,6.83,8.25
1590,8.58,8.33,7.33,8.33,7.67,7.58,6.92,7.58,8.0,8.5,6.33
1591,8.67,8.5,7.08,8.67,7.17,8.08,7.33,6.92,6.92,7.83,7.33
1592,8.67,8.83,7.92,8.42,7.75,8.17,7.5,8.0,6.83,8.67,8.67
1593,8.33,8.17,7.33,8.75,7.42,7.25,7.0,7.75,7.33,8.25,6.75
1594,8.42,8.58,6.33,8.42,7.0,7.17,7.58,7.25,8.25,6.92,8.0
1595,8.5,8.17,8.33,9.0,6.75,7.75,7.0,6.75,6.58,7.25,8.42
1596,8.42,8.33,7.92,8.75,7.25,6.92,7.67,7.42,7.33,7.58,7.42
1597,8.33,8.5,7.33,8.67,6.75,7.33,8.42,7.92,7.08,7.25,7.42
1598,8.17,8.67,7.33,8.25,7.17,7.92,6.67,7.25,7.92,7.58,6.75
1599,9.33,8.58,6.83,8.33,7.67,6.58,7.08,8.17,8.5,8.0,6.33
1600,8.17,8.33,7.5,8.17,7.25,7.42,8.25,8.0,6.5,7.17,7.58
1601,8.67,8.08,8.25,8.75,7.83,7.5,7.42,7.0,8.0,8.0,6.92
1602,8.08,9.17,7.17,8.83,7.58,7.33,7.92,8.17,8.0,6.58,7.83
1603,8.67,8.5,8.58,8.0,7.5,7.33,7.17,8.83,7.33,7.42,6.92
1604,7.83,9.17,7.58,8.33,6.42,8.0,7.92,7.33,7.33,7.5,7.08
1605,8.25,8.33,7.08,9.33,7.33,7.25,8.17,7.58,7.25,7.5,7.92
1606,9.17,8.83,8.5,8.25,7.42,7.5,7.75,7.92,8.08,7.5,7.0
1607,8.5,8.33,8.5,8.67,7.67,7.08,7.83,7.67,7.25,7.67,7.75
1608,8.75,8.58,7.67,8.67,7.42,7.5,7.0,7.67,7.33,7.67,7.42
1609,8.42,8.67,7.83,8.75,6.92,8.0,7.0,7.5,7.92,7.33,7.17
1610,8.17,9.0,7.17,8.5,7.92,8.42,7.5,8.17,7.5,8.0,7.0
1611,8.5,8.33,7.42,7.92,7.25,8.08,7.92,7.5,8.0,7.92,7.58
1612,7.92,8.25,7.75,8.0,7.5,7.67,7.67,6.25,7.75,7.58,6.83
1613,8.17,8.92,8.08,8.42,8.0,8.25,7.67,8.17,7.5,7.58,8.08
1614,8.08,8.75,7.25,8.5,8.17,7.58,8.25,7.42,7.67,7.33,7.83
1615,8.75,8.17,6.92,8.67,7.58,7.42,7.75,7.33,7.25,7.25,7.67
1616,8.58,7.83,7.25,8.58,8.17,7.58,8.5,7.33,7.58,7.92,7.75
1617,8.42,8.42,6.83,8.25,8.0,7.25,8.0,7.67,7.58,6.92,7.83
1618,8.5,8.42,8.33,8.42,7.58,6.67,7.5,7.0,7.25,7.17,6.67
1619,8.67,8.92,8.42,8.58,7.67,7.75,7.92,7.92,7.0,7.92,7.33
1620,8.42,8.67,7.75,8.25,7.0,7.58,7.92,7.67,7.08,7.42,7.92
1621,8.75,9.0,8.33,8.83,7.75,7.67,8.08,7.5,7.92,7.33,7.67
1622,8.58,8.17,8.25,8.83,7.0,8.0,7.33,8.42,8.25,7.67,6.92
1623,8.33,8.5,7.5,8.67,7.25,8.67,7.08,7.17,6.92,6.83,7.75
1624,8.83,8.75,7.33,8.75,7.75,7.83,8.08,7.25,7.5,7.42,7.08
1625,8.67,8.5,7.25,8.17,7.42,7.5,7.83,7.25,7.58,6.92,7.08
1626,8.33,8.33,7.92,8.25,8.25,7.67,7.83,8.0,8.5,7.08,7.0
1627,8.75,8.83,7.58,8.67,8.75,6.92,8.0,6.67,6.67,7.75,7.75
1628,8.42,8.58,7.58,8.58,8.08,8.33,8.0,7.33,7.92,7.67,7.08
1629,7.75,8.67,7.58,8.75,6.67,7.17,8.08,8.0,7.58,7.33,7.0
1630,8.92,8.83,6.92,7.83,7.42,7.58,7.67,7.75,7.25,7.75,6.83
1631,8.42,8.17,6.58,8.58,7.25,7.92,8.42,7.58,7.92,7.75,7.0
1632,8.08,9.17,7.25,8.33,8.25,7.17,7.92,8.25,6.92,8.08,7.17
1633,8.5,9.0,7.92,8.25,7.5,7.17,7.83,8.0,7.83,8.25,6.83
1634,8.75,8.17,7.17,8.58,7.33,6.75,7.58,8.08,7.92,7.17,6.5
1635,8.58,8.83,7.67,8.17,7.5,7.42,7.33,7.42,7.75,7.75,6.92
1636,8.5,8.33,7.75,8.5,8.08,8.0,6.58,8.17,8.25,7.58,7.25
1637,8.17,8.0,7.83,7.83,5.92,7.83,7.17,7.5,8.17,8.42,7.58
1638,9.08,8.5,7.92,9.0,8.0,7.75,7.83,6.75,7.33,7.75,7.75
1639,7.92,8.42,6.83,8.75,6.92,7.17,7.17,8.33,7.5,7.25,8.17
1640,8.75,8.08,8.08,9.08,7.17,7.25,7.25,7.67,7.42,6.83,8.25
1641,8.75,8.5,7.75,8.08,8.33,7.67,7.08,8.17,7.58,7.42,7.08
1642,8.08,9.0,7.33,8.83,7.25,7.75,8.08,7.5,7.67,8.0,7.17
1643,8.5,8.83,7.67,7.67,7.67,7.75,7.33,7.75,7.42,6.92,7.83
1644,8.17,8.33,7.25,8.5,7.33,7.08,7.83,8.0,6.67,7.17,7.58
1645,8.83,8.67,7.58,8.08,7.75,7.92,8.17,7.33,7.67,8.08,7.92
1646,8.5,8.0,7.83,8.5,6.75,7.17,7.42,6.75,7.75,7.83,7.67
1647,8.08,8.42,8.17,8.25,8.08,7.08,6.25,7.75,7.25,7.25,7.42
1648,8.25,8.92,6.83,8.42,7.5,7.58,7.83,8.75,7.58,8.25,7.92
1649,8.92,8.58,7.08,8.5,7.25,8.0,7.67,8.25,7.67,7.75,6.67
1650,9.25,8.08,6.92,8.33,7.0,7.33,7.25,7.83,8.25,7.33,7.42
1651,8.42,8.83,7.75,8.25,7.08,7.25,6.92,8.0,7.58,8.42,7.25
1652,8.17,8.25,7.5,8.5,7.75,7.92,7.58,7.17,6.83,7.83,7.58
1653,8.75,9.0,7.5,8.25,7.83,7.83,7.08,7.42,7.75,7.92,7.67
1654,8.25,8.42,7.42,8.5,7.5,8.42,7.17,7.58,6.58,7.42,7.75
1655,7.5,8.42,7.17,8.5,7.33,6.92,8.08,7.75,8.0,7.5,7.5
1656,8.33,8.67,7.75,8.67,7.75,8.33,7.33,8.0,7.5,7.33,7.92
1657,8.17,8.75,8.08,8.58,7.33,7.17,6.75,7.17,8.0,7.83,8.25
1658,8.5,8.17,8.75,8.0,8.75,7.67,7.83,7.58,7.58,7.0,7.42
1659,8.75,8.25,7.67,8.17,7.75,7.17,6.83,7.58,7.83,7.67,7.5
1660,8.67,8.58,8.83,8.75,8.17,8.92,6.58,7.08,6.83,7.58,7.33
1661,8.08,8.58,7.17,8.83,8.0,7.33,7.75,8.08,7.33,7.33,7.75
1662,8.67,8.17,7.83,8.42,7.08,6.92,6.92,7.67,8.5,6.5,7.58
1663,8.33,8.75,7.83,8.83,6.83,8.33,7.0,7.08,7.67,7.83,6.83
1664,7.42,8.75,7.17,8.08,7.58,7.75,7.83,7.42,7.67,7.33,7.08
1665,8.92,8.5,6.83,8.17,7.5,7.0,7.33,7.33,8.08,7.92,7.25
1666,8.42,8.58,7.25,8.92,8.0,7.17,7.25,6.67,7.58,8.0,8.25
1667,8.5,8.17,7.83,8.75,7.5,7.67,6.83,6.92,6.58,6.92,7.67
1668,8.58,7.83,6.83,8.25,7.67,7.5,7.42,8.5,7.92,7.92,7.92
1669,8.33,7.83,8.92,7.67,7.17,7.08,7.58,7.58,7.92,7.42,8.25
1670,8.67,7.92,7.75,8.5,7.83,7.75,7.17,6.42,7.75,7.42,7.5
1671,8.33,8.33,7.0,8.92,7.75,6.83,8.5,6.67,7.83,6.33,7.67
1672,8.92,8.33,7.33,8.25,7.5,7.42,6.42,8.0,7.25,7.67,7.08
1673,8.08,8.67,7.58,8.33,7.17,7.17,7.67,8.25,7.58,8.08,6.83
1674,8.58,8.42,7.25,8.75,7.5,6.92,7.67,7.0,7.33,7.33,7.0
1675,8.25,8.33,6.33,9.0,7.17,7.0,6.42,7.67,6.5,8.08,7.75
1676,8.17,8.92,7.58,8.67,7.17,7.67,7.67,6.92,6.83,7.08,7.42
1677,8.58,8.17,7.0,8.17,6.92,7.58,7.67,7.5,7.83,7.42,7.5
1678,8.33,8.33,7.67,8.42,8.33,6.5,7.58,7.83,7.58,8.0,7.5
1679,8.0,8.58,6.92,8.67,7.67,7.17,6.83,7.75,7.67,7.08,7.75
1680,8.0,9.0,7.17,8.33,7.75,8.42,7.42,7.33,7.92,7.58,7.58
1681,8.42,8.08,7.5,8.83,7.58,8.0,6.92,7.17,7.0,7.33,7.58
1682,8.58,8.5,7.25,8.75,7.83,6.58,7.67,6.92,7.25,7.25,8.0
1683,7.75,8.5,7.17,8.67,7.5,7.08,7.92,7.42,7.75,6.92,7.83
1684,8.17,8.58,7.83,9.08,7.83,6.58,7.5,8.25,7.92,6.92,7.25
1685,8.25,8.58,7.08,8.33,6.92,7.17,7.5,7.75,8.17,7.25,7.42
1686,8.42,8.33,7.67,8.5,7.58,7.42,7.08,7.17,7.0,7.17,7.25
1687,8.75,9.0,8.0,8.42,7.08,7.33,7.25,7.33,7.75,7.42,7.67
1688,8.67,8.33,7.83,8.58,6.75,7.33,6.83,7.0,7.42,6.58,7.75
1689,8.5,8.17,7.33,8.33,7.75,6.67,7.33,7.75,7.58,6.33,6.75
1690,8.58,8.42,7.92,8.5,7.33,8.0,8.0,8.17,7.67,9.0,8.83
1691,9.08,8.67,7.83,8.5,7.75,7.17,6.92,8.33,7.0,7.42,6.83
1692,7.75,8.17,8.25,8.67,8.08,8.0,7.33,8.0,7.75,7.83,8.17
1693,8.5,8.25,7.17,9.25,8.08,7.42,8.25,8.33,7.75,7.25,7.67
